reportID,other_witnesses
41774,"This incident was only my mom, but I myself have had things happen also when growing up in the area that could be related."
42022,"There were three witnesses. Myself, my friend XXX, and another friend XXXXXX."
6330,
7973,
8778,I do not remember any other cars but there probably were. They would have had to be looking at the same direction at that moment. It was possible that someone else saw it.
10729,
8587,
57659,5. We were all fishing and observing
33979,Myself (visual) Wife (audible sounds) My children had rocks thrown at them and heard roars.
7718,There was three other people there. We were all sitting around the fire talking.
257,3- myself and 2 10 yr. olds and my 6 yr.old son
4961,We were riding around. More or less just fooling around in the snow. We had just pasted the spot where we saw the creature cross the road minutes before without seeing anything.
41676,Two. First was walking to car at parents home on Mile Rd. around 3:00am. Second was walking around out in front yard of the home on Mile Rd. around 3:40am.
26369,"My husband was driving, he says he didn't see it because he was focused on the steep hill we were about to go up. I was in the passenger seat and saw it in the head lights."
9766,me and my 13year old though she didnt see it but I quickly told her.
12789,my cousin who was there the night it happened had later had an encounter. he said that he thought he seen something over by the thickets about 3 weeks later. he told me that he thought i was seeing things when it first happened. but that he wasnt so sure about it after his incident.
40580,Just me and the dogs.
10863,Just me and my friend. We were building a fire for fun.
9537,"Yes, my wife riding as passanger"
8944,"There were three or four of us taking turns riding the mini bike, but nobody else mentioned seeing anything. I'll give you their names if you ask though I'm sure it would be ok."
3293,My dad looked at it through his scope. My brother and I could see it quite clearly without any aid.
50393,"3- myself, my friend Kyle and my girlfriend, Erica"
6722,Just myself
44066,3
4962,
12597,Myself and a friend [names edited out].
374,My sister and I. We were driving to work.
8086,My wife and I and the Game Warden.
67239,"4 people saw the sighting all 10 witnessed the smell, sounds, howls, and footprint."
67875,"Two witnesses were involved, myself and my husband. Prior to the first incident (howl/growl) my husband and I were hiking along the trail, and during the second incident (sighting of the creature), I was observing the scenery while my husband tended to our dog."
6313,Three total in car.  Two were in the car waiting for me to return.
2450,"The other kids didn't see it. We were walking through the woods, I was leading and prevented the other kids from seeing it. There view was obstructed by the large tree."
43407,no
59396,
5977,"As to the sounds I've heard along the river-yes, a roommate heard the sounds. It was quite frightening, unlike any sounds we have ever heard."
4964,"We were getting my Grandmother's burn barrel. We thought that it has blown over. But this could not have been since it had 10 to 12 inches of burnt trash in it.  I was walking  over across the yard to get a piece of pipe on the bank. When I got half way there was when I heard the brush and looked over and there it was staring at us.When I hollered, it walked away slowly in a long stride and swinging his long arms."
31246,"1 witness, he was fishing and was hit by a rock."
28730,3
31000,yes my brother witnessed every singe thing i described above at the exact time.
23980,7  We were all just walking and talking.
5406,
7224,Myself and my son.
982,"Just me when I found them, I brought my buddy back a couple days later to show him the tracks.  The tracks were still visiable but had been whethered by a rain storm.  The reason I was there for scouting for bow season."
4967,No other witnesses that I am aware of.
5259,
28820,2 fishing
40040,myself
12736,"Two people, just walking and talking on our way home."
4968,My father was with me when we tracked. Newspaper would have the woman's name in car.
58086,My wife. She was asleep and I woke her up
45280,Three of us total. We were just checking out the creek to find an ideal fishing spot when we stumbled upon it.
40315,no witness to what happen to me but it was a buddy of mine that found the foot print
4972,fishing on a sandbar of twin creek
4970,
4973,Checking animal traps.
7425,Just my dog.
7932,
16489,Yes-at times while camping; but mostly when by myself bow hunting
7133,My father and my cousin. We were all wading and fishing.
58458,My wife and I.
44173,My dog Lucy (picked up scent)
27972,two adults and two children sleeping
5229,
4976,"My dad, mom and uncle."
6062,Three total.  We were all riding in my friends car.
10421,"My ex wife, my friend Greg, and a freind who is deceased and several other friends who I have lost contact with over the years"
841,First sighting there was three but one did not see any thingsecond sighting only I  witnessed it
42745,My oldest son was with me and he was 23 at the time
28998,"Im not sure if anyone else had seen it, all I know was I kept watching behind me to see if any other cars came behind..but nothing..."
1851,My friend.
2850,2 witnesses...just riding in the car
17189,"2 on the second night.  And they were sleeping, just like me."
4977,
8406,For my sightings just me.
4484,"My brother, his friend and I."
24435,none
71997,1 and I was driving
48900,"There was me and my dad the first time and he was just listening. And the second time it was me, my dad, my fiance, my two friends."
41471,Myself and my two dogs.  I was in my back yard planting flowers.
31852,"My friend heard the animal grunting, another heard it calling."
28531,"Prior to this, my brother heard similar noises over a period of several weeks late at night."
22569,No.
25715,NO
12157,None other than myself
5267,
13882,2 of us. We were driving home from a nice dinner in Cleveland.
15885,"There were three of us...My old high school friend Aaron and my cousin Ken. Prior to this we were at the Independence firewoks display. None of us smoked,did drugs or drank anything but coffee"
7431,none
24356,Yes my buddy that was standing next to me at the rear of the car when we heard the scream.
9129,
4978,just me
5262,I called the landlord that night. He saw nothing until the next morning when everyone saw the tracks.
29158,3 witnesses me my son who was also walking with me and my mom who heard the creature
17317,3 we were all fishing
5076,My girlfriend.
26997,"My friend, we were walking"
4980,"Laughing, joking and making out"
32620,
4981,"I had just let the dogs off the leads to track raccoons, and were folllowing the dogs into the woods, there were 6 of us I believe it has been a while and my memory of the hunting party is not clear, I do know that myself and my second and third cousin heard the same sound and the dogs came back to the trucks scared and one of them smell like a skunk had got him."
